ID,score_AR,score_ER,score_GR,score_PHBEACH
5q1f_C,527.0,515.0,531.0,630.0
5q1g_A,518.0,510.0,525.0,625.0
5q1h_A,523.0,517.0,529.0,630.0
5q1h_C,521.0,517.0,529.0,630.0
5q1h_E,528.0,517.0,533.0,631.0
5q1h_G,523.0,517.0,529.0,630.0
5q1i_A,521.0,517.0,529.0,625.0
5syz_A,543.0,546.0,548.0,646.0
5t1z_A,560.0,1184.0,604.0,641.0
5t1z_B,558.0,1175.0,598.0,645.0
5t8e_A,1302.0,558.0,837.0,655.0
5t8j_A,1302.0,558.0,837.0,655.0
5t92_A,498.0,920.0,512.0,552.0
5t92_B,502.0,922.0,516.0,556.0
5tld_A,548.0,1146.0,588.0,636.0
5tld_B,556.0,1170.0,599.0,637.0
5tlf_A,559.0,1180.0,598.0,638.0
5tlf_B,557.0,1178.0,595.0,642.0
5tlg_A,547.0,1140.0,585.0,634.0
5tlg_B,559.0,1180.0,598.0,638.0
5tll_A,555.0,1174.0,598.0,638.0
5tll_B,551.0,1168.0,592.0,638.0
5tlm_A,546.0,1131.0,587.0,628.0
5tlm_B,550.0,1137.0,589.0,632.0
5tlo_A,560.0,1147.0,590.0,634.0
5tlo_B,553.0,1159.0,595.0,634.0
5tlp_A,558.0,1170.0,594.0,634.0
5tlp_B,515.0,1040.0,551.0,593.0
5tlt_A,553.0,1159.0,598.0,638.0
5tlt_B,563.0,1191.0,607.0,643.0
5tlu_A,548.0,1141.0,588.0,634.0
5tlu_B,558.0,1182.0,599.0,640.0
5tlv_A,559.0,1188.0,602.0,640.0
5tlv_B,563.0,1206.0,607.0,647.0
5tlx_A,557.0,1170.0,598.0,638.0
5tlx_B,563.0,1206.0,607.0,647.0
5tly_A,550.0,1154.0,585.0,635.0
5tly_B,552.0,1179.0,601.0,638.0
5tm1_A,532.0,1097.0,572.0,622.0
5tm1_B,537.0,1146.0,581.0,618.0
5tm2_A,529.0,1093.0,567.0,607.0
5tm2_B,544.0,1168.0,586.0,620.0
5tm3_A,556.0,1153.0,594.0,634.0
5tm3_B,563.0,1202.0,607.0,644.0
5tm4_A,544.0,1140.0,584.0,627.0
5tm4_B,523.0,1083.0,566.0,618.0
5tm5_A,560.0,1193.0,604.0,640.0
5tm5_B,557.0,1159.0,598.0,636.0
5tm6_A,556.0,1164.0,594.0,635.0
5tm6_B,563.0,1206.0,607.0,647.0
5tm7_A,553.0,1150.0,593.0,633.0
5tm7_B,555.0,1194.0,604.0,641.0
5tm8_A,554.0,1174.0,600.0,640.0
5tm8_B,552.0,1127.0,584.0,632.0
5tm9_A,532.0,1089.0,562.0,607.0
5tm9_B,525.0,1066.0,565.0,598.0
5tml_A,551.0,1150.0,601.0,632.0
5tml_B,555.0,1200.0,604.0,645.0
5tmm_A,543.0,1121.0,579.0,624.0
5tmm_B,537.0,1106.0,576.0,623.0
5tmo_A,557.0,1170.0,598.0,638.0
5tmo_B,560.0,1193.0,604.0,640.0
5tmq_A,557.0,1170.0,598.0,638.0
5tmq_B,563.0,1202.0,607.0,644.0
5tmr_A,563.0,1202.0,607.0,644.0
5tmr_B,559.0,1180.0,598.0,638.0
5tms_A,557.0,1170.0,598.0,638.0
5tms_B,563.0,1196.0,607.0,644.0
5tmt_A,563.0,1181.0,607.0,642.0
5tmt_B,553.0,1164.0,598.0,638.0
5tmu_A,563.0,1202.0,607.0,644.0
5tmu_B,557.0,1170.0,598.0,638.0
5tmv_A,555.0,1174.0,598.0,638.0
5tmv_B,561.0,1187.0,603.0,644.0
5tmw_A,559.0,1184.0,598.0,639.0
5tmw_B,562.0,1189.0,603.0,641.0
5tmz_A,557.0,1175.0,598.0,638.0
5tmz_B,563.0,1206.0,607.0,647.0
5tn1_A,558.0,1196.0,597.0,646.0
5tn1_B,565.0,1206.0,611.0,647.0
5tn3_A,559.0,1180.0,598.0,638.0
5tn3_B,563.0,1202.0,607.0,644.0
5tn4_A,557.0,1170.0,598.0,638.0
5tn4_B,563.0,1206.0,607.0,647.0
5tn5_A,557.0,1170.0,598.0,638.0
5tn5_B,555.0,1174.0,598.0,638.0
5tn6_A,559.0,1180.0,598.0,638.0
5tn6_B,550.0,1146.0,588.0,634.0
5tn7_A,559.0,1180.0,598.0,638.0
5tn7_B,559.0,1180.0,596.0,633.0
5tn8_A,548.0,1134.0,584.0,632.0
5tn8_B,559.0,1180.0,595.0,637.0
5tn9_A,545.0,1130.0,572.0,611.0
5tn9_B,529.0,1063.0,555.0,601.0
5tn9_C,554.0,1139.0,581.0,619.0
5tn9_D,533.0,1106.0,568.0,615.0
5tnb_A,553.0,1152.0,582.0,616.0
5tnb_B,534.0,1093.0,572.0,609.0
5tnb_C,554.0,1163.0,584.0,621.0
5tnb_D,542.0,1148.0,584.0,629.0
5toa_A,560.0,842.0,580.0,615.0
5toa_B,561.0,845.0,588.0,613.0
5u2b_A,553.0,1175.0,599.0,636.0
5u2b_B,547.0,1132.0,593.0,628.0
5u2b_C,561.0,1187.0,603.0,644.0
5u2b_D,541.0,1107.0,580.0,623.0
5u2b_E,538.0,1107.0,580.0,614.0
5u2b_F,542.0,1099.0,581.0,615.0
5u2d_A,570.0,1202.0,611.0,651.0
5u2d_B,560.0,1159.0,602.0,645.0
5uan_A,557.0,569.0,526.0,667.0
5uan_B,570.0,539.0,543.0,710.0
5uc3_A,767.0,570.0,1197.0,642.0
5uc3_B,766.0,570.0,1193.0,642.0
5ufo_A,482.0,503.0,498.0,604.0
5ufr_A,474.0,500.0,496.0,596.0
5ufr_B,474.0,500.0,496.0,596.0
5ufs_A,838.0,591.0,1096.0,684.0
5ufs_B,838.0,591.0,1096.0,684.0
5ufw_A,572.0,1179.0,600.0,644.0
5ufw_B,552.0,1150.0,589.0,623.0
5ufx_A,571.0,1169.0,594.0,635.0
5ufx_B,563.0,1154.0,595.0,632.0
5uhi_A,474.0,500.0,496.0,596.0
5uhi_B,474.0,500.0,496.0,596.0
5unj_A,535.0,538.0,545.0,615.0
5v8q_A,1297.0,558.0,832.0,656.0
5vb3_A,537.0,542.0,538.0,654.0
5vb5_A,537.0,542.0,538.0,654.0
5vb6_A,537.0,542.0,538.0,654.0
5vb7_A,537.0,542.0,538.0,654.0
5vo4_A,1277.0,557.0,823.0,656.0
5vqk_A,537.0,542.0,538.0,653.0
5vql_A,537.0,542.0,538.0,654.0
5w4r_A,462.0,493.0,487.0,578.0
5w4r_B,469.0,496.0,492.0,583.0
5w4v_A,460.0,479.0,471.0,574.0
5w4v_B,460.0,479.0,471.0,574.0
5w4v_C,453.0,476.0,466.0,568.0
5w4v_D,449.0,476.0,456.0,573.0
5w4v_E,457.0,476.0,467.0,571.0
5w4v_F,448.0,472.0,455.0,569.0
5w9c_A,571.0,1161.0,591.0,634.0
5w9c_B,560.0,1172.0,598.0,633.0
5w9c_C,567.0,1140.0,582.0,633.0
5w9c_D,554.0,1144.0,593.0,627.0
5w9d_A,568.0,1189.0,606.0,642.0
5w9d_B,561.0,1186.0,598.0,634.0
5wgd_A,551.0,1151.0,587.0,630.0
5wgd_B,535.0,1107.0,576.0,623.0
5wgq_A,562.0,1161.0,597.0,628.0
5wgq_B,552.0,1147.0,594.0,632.0
5wzx_A,508.0,500.0,512.0,598.0
5wzx_B,511.0,501.0,512.0,602.0
5x0r_A,537.0,496.0,529.0,647.0
5x0r_B,550.0,516.0,556.0,678.0
5x8q_A,488.0,499.0,492.0,618.0
5x8q_C,488.0,499.0,492.0,618.0
5x8q_E,488.0,499.0,492.0,618.0
5x8q_G,488.0,499.0,492.0,618.0
5x8u_A,521.0,525.0,514.0,633.0
5x8w_A,521.0,525.0,514.0,637.0
5x8x_A,488.0,499.0,492.0,618.0
5x8x_C,488.0,499.0,492.0,618.0
5x8x_E,488.0,499.0,492.0,618.0
5x8x_G,483.0,495.0,491.0,607.0
5xpl_A,522.0,536.0,524.0,639.0
5y1j_A,520.0,516.0,526.0,627.0
5y41_A,552.0,530.0,528.0,638.0
5y41_B,559.0,530.0,541.0,641.0
5y44_A,518.0,509.0,519.0,624.0
5y49_A,514.0,513.0,523.0,625.0
5y49_B,520.0,515.0,525.0,627.0
5y7y_A,449.0,437.0,427.0,558.0
5y7y_B,527.0,549.0,533.0,661.0
5ycn_A,551.0,539.0,543.0,684.0
5ycp_A,551.0,539.0,543.0,684.0
5yd6_A,550.0,521.0,520.0,628.0
5yd6_B,550.0,521.0,522.0,634.0
5yd6_C,559.0,519.0,528.0,638.0
5yd6_D,559.0,519.0,528.0,638.0
5yp5_A,518.0,525.0,514.0,633.0
5yp6_A,518.0,525.0,514.0,633.0
5yso_A,529.0,578.0,572.0,591.0
5yso_B,536.0,582.0,579.0,598.0
5yso_C,505.0,538.0,546.0,569.0
5yxb_A,518.0,506.0,521.0,622.0
5yxd_A,527.0,515.0,530.0,628.0
5yxj_A,516.0,511.0,518.0,625.0
5yxj_B,506.0,505.0,514.0,618.0
5yxl_A,511.0,507.0,517.0,613.0
5yxl_C,497.0,493.0,510.0,601.0
5z12_A,515.0,507.0,525.0,626.0
5z12_C,515.0,514.0,482.0,564.0
5z12_D,515.0,507.0,525.0,626.0
5z12_B,532.0,543.0,513.0,599.0
5za1_A,489.0,503.0,498.0,615.0
5za1_B,479.0,500.0,496.0,596.0
5zoo_G,613.0,596.0,619.0,809.0
5zop_G,613.0,591.0,619.0,809.0
6a22_A,498.0,503.0,496.0,625.0
6a22_C,488.0,499.0,492.0,618.0
6a22_E,488.0,499.0,492.0,618.0
6a22_G,488.0,499.0,492.0,618.0
6a5w_A,522.0,517.0,529.0,628.0
6a5w_C,522.0,517.0,529.0,628.0
6a5x_A,526.0,517.0,534.0,629.0
6a5y_A,522.0,517.0,529.0,628.0
6a5y_D,525.0,537.0,503.0,581.0
6a5z_A,508.0,508.0,519.0,615.0
6a5z_D,525.0,534.0,506.0,581.0
6a5z_H,514.0,508.0,519.0,626.0
6a5z_L,523.0,527.0,500.0,579.0
6a60_A,516.0,515.0,517.0,616.0
6a60_D,522.0,532.0,503.0,576.0
6a6k_A,526.0,578.0,572.0,591.0
6a6k_B,529.0,578.0,572.0,591.0
6a6k_C,504.0,534.0,544.0,569.0
6ad9_A,534.0,535.0,528.0,677.0
6an1_A,546.0,539.0,535.0,687.0
6an1_B,532.0,533.0,519.0,675.0
6b0f_A,525.0,1016.0,546.0,589.0
6b30_A,469.0,493.0,490.0,583.0
6b30_B,461.0,492.0,482.0,578.0
6b31_A,485.0,503.0,498.0,615.0
6b31_B,482.0,503.0,498.0,615.0
6b33_A,469.0,496.0,494.0,588.0
6b33_B,469.0,496.0,494.0,588.0
6bn6_A,485.0,503.0,498.0,615.0
6bn6_B,476.0,502.0,495.0,592.0
6bns_A,580.0,549.0,594.0,716.0
6bns_B,579.0,544.0,591.0,718.0
6br2_A,469.0,493.0,490.0,583.0
6br2_B,461.0,492.0,482.0,578.0
6br3_A,469.0,493.0,490.0,583.0
6br3_B,462.0,493.0,482.0,578.0
6c42_A,571.0,1165.0,595.0,633.0
6c42_B,559.0,1131.0,589.0,623.0
6cbz_A,551.0,1129.0,586.0,634.0
6cbz_B,543.0,1105.0,575.0,623.0
6chw_A,568.0,1205.0,607.0,648.0
6chz_A,568.0,1205.0,607.0,648.0
6cn5_A,489.0,505.0,503.0,616.0
6cn5_B,489.0,505.0,503.0,616.0
6cn6_A,485.0,505.0,498.0,615.0
6cvh_A,482.0,507.0,498.0,611.0
6czn_A,526.0,1062.0,550.0,612.0
6czn_B,537.0,1106.0,575.0,624.0
6d0f_A,531.0,1055.0,547.0,597.0
6d0f_B,541.0,1085.0,566.0,614.0
6d0y_C,858.0,841.0,850.0,1162.0
6dda_B,557.0,538.0,534.0,639.0
6dda_A,548.0,525.0,515.0,624.0
6dda_C,549.0,525.0,521.0,630.0
6df6_A,554.0,1188.0,597.0,632.0
6df6_B,537.0,1113.0,573.0,609.0
6df6_C,551.0,1180.0,594.0,629.0
6df6_D,547.0,1167.0,595.0,627.0
6dfn_A,554.0,1184.0,597.0,629.0
6dfn_B,530.0,1097.0,563.0,604.0
6dfn_C,550.0,1151.0,583.0,622.0
6dfn_D,531.0,1116.0,572.0,612.0
6dup_A,579.0,549.0,592.0,714.0
6dup_B,577.0,549.0,588.0,712.0
6dxk_A,825.0,582.0,1246.0,669.0
6dxk_B,825.0,582.0,1251.0,670.0
6e3e_A,469.0,496.0,492.0,583.0
6e3e_B,469.0,496.0,492.0,583.0
6e3g_A,528.0,525.0,515.0,640.0
6e3g_B,528.0,525.0,515.0,640.0
6el6_A,828.0,586.0,1276.0,667.0
6el7_A,828.0,584.0,1260.0,663.0
6el9_A,828.0,584.0,1260.0,663.0
6esn_A,528.0,529.0,517.0,639.0
6fgq_A,487.0,502.0,498.0,619.0
6fgq_B,462.0,493.0,487.0,578.0
6fo7_A,539.0,538.0,541.0,634.0
6fo8_1,539.0,536.0,541.0,633.0
6fo9_A,539.0,538.0,541.0,634.0
6fob_A,539.0,538.0,541.0,634.0
6fod_A,539.0,538.0,541.0,634.0
6fzu_A,517.0,526.0,514.0,633.0
6fzu_B,517.0,526.0,514.0,633.0
6g05_A,517.0,526.0,514.0,633.0
6g05_B,517.0,526.0,514.0,633.0
6g07_A,517.0,526.0,514.0,633.0
6g07_B,517.0,526.0,514.0,633.0
6g07_C,517.0,527.0,516.0,636.0
6g07_D,517.0,526.0,514.0,633.0
6gev_A,819.0,555.0,873.0,677.0
6gg8_A,818.0,545.0,864.0,681.0
6hhp_A,477.0,472.0,473.0,620.0
6hj2_A,567.0,539.0,573.0,706.0
6hkb_A,477.0,472.0,473.0,620.0
6hkf_A,477.0,472.0,473.0,620.0
6hl0_A,524.0,519.0,529.0,631.0
6hl1_A,520.0,513.0,524.0,620.0
6hmu_A,477.0,478.0,473.0,622.0
6hty_A,585.0,554.0,599.0,732.0
6hty_B,592.0,562.0,611.0,735.0
6i61_A,529.0,582.0,575.0,593.0
6i62_A,529.0,582.0,575.0,593.0
6i63_A,529.0,582.0,575.0,593.0
6i64_A,529.0,582.0,575.0,593.0
6i65_A,529.0,582.0,575.0,593.0
6i66_A,529.0,582.0,572.0,591.0
6i67_A,529.0,582.0,575.0,593.0
6iar_A,564.0,1191.0,604.0,640.0
6icj_A,543.0,533.0,535.0,674.0
6ijr_A,561.0,560.0,550.0,704.0
6ijr_C,562.0,563.0,555.0,704.0
6ijs_A,551.0,539.0,542.0,687.0
6ilq_A,525.0,526.0,517.0,657.0
6itm_A,514.0,509.0,523.0,628.0
6itm_C,522.0,515.0,527.0,629.0
6ivx_A,487.0,499.0,492.0,618.0
6ivx_C,487.0,499.0,492.0,618.0
6ivx_E,487.0,497.0,490.0,618.0
6ivx_G,487.0,499.0,492.0,618.0
6j1l_A,472.0,495.0,488.0,593.0
6j1l_B,472.0,495.0,488.0,593.0
6j1l_C,469.0,499.0,489.0,585.0
6j3n_A,529.0,526.0,517.0,643.0
6jey_A,536.0,535.0,524.0,680.0
6jey_B,530.0,525.0,518.0,666.0
6jf0_A,536.0,535.0,524.0,680.0
6jf0_B,530.0,525.0,518.0,666.0
6jnr_A,538.0,538.0,519.0,594.0
6jnr_B,538.0,542.0,519.0,594.0
6jq7_A,541.0,535.0,531.0,680.0
6k0t_A,548.0,535.0,538.0,684.0
6k0t_C,552.0,542.0,538.0,693.0
6k3n_A,537.0,582.0,582.0,600.0
6kkb_X,496.0,529.0,502.0,631.0
6kke_A,494.0,526.0,499.0,632.0
6knr_A,526.0,582.0,572.0,591.0
6knr_B,536.0,582.0,582.0,600.0
6knu_A,496.0,529.0,502.0,629.0
6knv_A,486.0,502.0,486.0,622.0
6knw_A,496.0,531.0,499.0,630.0
6ktm_A,548.0,535.0,539.0,684.0
6ktn_A,548.0,538.0,539.0,687.0
6kz5_A,552.0,538.0,538.0,635.0
6kz5_B,545.0,533.0,537.0,628.0
6l6k_A,523.0,537.0,501.0,579.0
6l96_A,549.0,543.0,511.0,650.0
6l96_B,549.0,540.0,511.0,650.0
6lb4_A,536.0,547.0,519.0,601.0
6lb5_A,523.0,538.0,505.0,579.0
6lb5_C,528.0,549.0,516.0,607.0
6lb6_A,530.0,537.0,507.0,586.0
6lit_A,504.0,522.0,515.0,546.0
6lit_B,504.0,522.0,511.0,544.0
6ln4_A,545.0,579.0,564.0,596.0
6lo9_A,537.0,542.0,538.0,654.0
6loa_A,537.0,542.0,538.0,654.0
6lob_A,537.0,542.0,538.0,654.0
6loc_A,537.0,542.0,538.0,654.0
6nad_A,469.0,500.0,495.0,590.0
6nad_B,469.0,493.0,490.0,583.0
6nws_A,537.0,542.0,538.0,654.0
6nwt_A,489.0,509.0,503.0,616.0
6nwt_C,496.0,514.0,500.0,619.0
6nwu_A,537.0,542.0,538.0,654.0
6nx1_A,582.0,549.0,600.0,726.0
6nx1_B,578.0,557.0,594.0,733.0
6o3z_A,534.0,537.0,531.0,654.0
6o98_A,474.0,500.0,496.0,596.0
6o98_B,476.0,502.0,495.0,592.0
6oni_B,556.0,539.0,545.0,680.0
6oqx_A,544.0,553.0,558.0,646.0
6oqy_A,540.0,553.0,558.0,639.0
6or1_A,532.0,536.0,547.0,638.0
6owc_A,549.0,1168.0,579.0,622.0
6owc_B,545.0,1193.0,585.0,628.0
6p2b_A,582.0,549.0,599.0,720.0
6p2b_B,574.0,545.0,588.0,712.0
6p9f_A,529.0,537.0,530.0,661.0
6p9f_B,527.0,535.0,530.0,660.0
6pdz_B,556.0,539.0,545.0,684.0
6pdz_A,537.0,538.0,523.0,676.0
6pet_D,557.0,1209.0,602.0,629.0
6pet_A,533.0,1109.0,572.0,616.0
6pet_C,565.0,1209.0,608.0,637.0
6pet_B,542.0,1140.0,587.0,619.0
6pfm_D,557.0,1195.0,602.0,628.0
6pfm_A,536.0,1138.0,578.0,620.0
6pit_A,545.0,1091.0,576.0,617.0
6pit_B,534.0,1095.0,559.0,618.0
6psj_A,551.0,1131.0,581.0,635.0
6psj_B,531.0,1067.0,561.0,609.0
6q2w_A,473.0,492.0,492.0,592.0
6q2w_B,473.0,492.0,491.0,587.0
6q6m_A,480.0,504.0,491.0,604.0
6q6o_A,480.0,504.0,491.0,604.0
6q7a_A,480.0,504.0,491.0,611.0
6q7h_A,479.0,496.0,487.0,607.0
6r7a_A,528.0,529.0,517.0,639.0
6r7j_A,528.0,529.0,517.0,639.0
6r7k_A,528.0,529.0,517.0,639.0
6s41_A,579.0,547.0,595.0,714.0
6s41_B,586.0,554.0,602.0,728.0
6s4n_D,499.0,497.0,493.0,651.0
6s4n_A,501.0,499.0,493.0,649.0
6s4n_B,496.0,491.0,495.0,648.0
6s4n_C,487.0,481.0,476.0,634.0
6s4t_A,502.0,499.0,495.0,650.0
6s4u_A,499.0,497.0,493.0,651.0
6s4u_B,499.0,495.0,493.0,650.0
6s4u_C,495.0,492.0,489.0,649.0
6s5k_A,486.0,477.0,470.0,629.0
6sal_A,510.0,521.0,511.0,633.0
6sbo_A,555.0,1184.0,594.0,640.0
6sbo_B,565.0,1209.0,611.0,642.0
6sjm_A,523.0,536.0,506.0,581.0
6slz_A,468.0,489.0,483.0,584.0
6slz_B,466.0,489.0,487.0,586.0
6sq0_A,539.0,1100.0,566.0,637.0
6sq0_B,525.0,1057.0,547.0,594.0
6sqc_A,643.0,611.0,649.0,876.0
6ssq_A,500.0,513.0,506.0,641.0
6ssq_B,511.0,521.0,516.0,668.0
6sti_A,538.0,537.0,520.0,595.0
6suo_A,538.0,1097.0,571.0,634.0
6suo_B,510.0,1014.0,540.0,588.0
6t2m_A,539.0,538.0,541.0,634.0
6t4g_A,509.0,517.0,510.0,629.0
6t4i_A,509.0,517.0,510.0,629.0
6t4j_A,509.0,517.0,510.0,629.0
6t4k_A,509.0,517.0,510.0,629.0
6t4t_A,509.0,517.0,510.0,629.0
6t4u_A,505.0,514.0,510.0,625.0
6t4w_A,505.0,514.0,510.0,625.0
6t4x_A,509.0,517.0,510.0,629.0
6t4y_A,509.0,517.0,510.0,629.0
6t50_A,509.0,517.0,510.0,629.0
6tfi_A,583.0,554.0,603.0,729.0
6tfi_B,592.0,562.0,603.0,739.0
6tjm_A,468.0,457.0,471.0,612.0
6tl3_A,465.0,456.0,469.0,606.0
6tlm_A,509.0,517.0,510.0,629.0
6tlq_A,505.0,514.0,510.0,625.0
6tlt_A,505.0,514.0,510.0,625.0
6u25_A,528.0,537.0,528.0,651.0
6ucg_A,509.0,517.0,510.0,629.0
6v87_A,532.0,1061.0,550.0,606.0
6v87_B,523.0,1073.0,567.0,601.0
6v8t_A,523.0,1056.0,552.0,598.0
6v8t_B,541.0,1073.0,564.0,610.0
6vc2_A,536.0,540.0,548.0,639.0
6vgh_A,557.0,1126.0,597.0,635.0
6vgh_B,550.0,1136.0,584.0,629.0
6vif_A,536.0,540.0,547.0,636.0
6vjd_A,564.0,1162.0,606.0,640.0
6vjd_B,560.0,1177.0,598.0,634.0
6vjd_C,566.0,1184.0,606.0,642.0
6vjd_D,561.0,1182.0,598.0,634.0
6vpf_B,568.0,1203.0,605.0,648.0
6vpf_A,564.0,1182.0,598.0,633.0
6vpf_C,561.0,1186.0,598.0,634.0
6vpf_D,560.0,1182.0,598.0,634.0
6vqf_A,526.0,535.0,528.0,650.0
6vsw_A,485.0,503.0,498.0,615.0
6vsw_B,482.0,503.0,498.0,604.0
6w9h_A,528.0,537.0,528.0,651.0
6w9i_A,528.0,537.0,528.0,651.0
6w9k_A,838.0,591.0,1101.0,685.0
6w9l_A,838.0,587.0,1097.0,685.0
6w9m_A,840.0,587.0,1099.0,691.0
6wmq_A,480.0,476.0,481.0,591.0
6wmq_B,480.0,476.0,481.0,591.0
6wms_A,477.0,476.0,481.0,589.0
6wms_B,477.0,476.0,481.0,589.0
6wok_D,547.0,1172.0,591.0,629.0
6wok_A,539.0,1142.0,581.0,613.0
6wok_C,553.0,1181.0,595.0,629.0
6wok_B,547.0,1163.0,598.0,627.0
6xae_A,528.0,537.0,528.0,651.0
6xfv_A,469.0,500.0,495.0,590.0
6xfv_B,469.0,500.0,495.0,590.0
6xp9_A,564.0,526.0,580.0,692.0
6xp9_B,563.0,531.0,568.0,683.0
6xxc_A,477.0,469.0,474.0,622.0
6xy5_A,477.0,469.0,474.0,622.0
6xyx_A,335.0,333.0,319.0,404.0
6xyx_B,335.0,330.0,319.0,404.0
6xzz_A,342.0,338.0,335.0,411.0
6y17_A,356.0,342.0,347.0,420.0
6y17_B,348.0,354.0,350.0,436.0
6y18_A,477.0,469.0,474.0,622.0
6y1d_A,477.0,469.0,474.0,622.0
6y3w_A,477.0,469.0,474.0,622.0
6y58_A,474.0,469.0,474.0,622.0
6ymo_A,470.0,466.0,473.0,598.0
6ymo_B,470.0,466.0,473.0,598.0
6yo8_A,470.0,466.0,473.0,598.0
6yo8_B,470.0,466.0,473.0,598.0
6yo8_C,467.0,463.0,471.0,597.0
6yo8_D,470.0,466.0,473.0,598.0
6yos_A,468.0,459.0,468.0,595.0
6yos_B,466.0,454.0,461.0,593.0
6zoq_A,558.0,1130.0,595.0,647.0
6zoq_B,553.0,1125.0,579.0,626.0
6zor_A,561.0,1149.0,592.0,646.0
6zor_B,556.0,1132.0,580.0,628.0
6zos_A,567.0,1169.0,598.0,650.0
6zos_B,556.0,1169.0,589.0,628.0
7a77_A,537.0,557.0,528.0,616.0
7a78_A,529.0,540.0,509.0,588.0
7a79_A,518.0,544.0,507.0,587.0
7a79_B,518.0,550.0,511.0,592.0
7ahj_A,549.0,545.0,540.0,683.0
7ahj_B,552.0,545.0,532.0,690.0
7aos_A,521.0,544.0,510.0,592.0
7aos_B,510.0,505.0,512.0,633.0
7apo_A,503.0,494.0,492.0,622.0
7apo_B,505.0,490.0,495.0,627.0
7ax8_A,565.0,535.0,569.0,702.0
7ax9_A,565.0,538.0,567.0,706.0
7axa_A,565.0,534.0,573.0,702.0
7axb_A,565.0,535.0,569.0,702.0
7axc_A,552.0,519.0,560.0,690.0
7axd_A,565.0,533.0,567.0,701.0
7axe_A,567.0,539.0,573.0,706.0
7axf_A,558.0,528.0,561.0,683.0
7axg_A,559.0,529.0,566.0,701.0
7axh_A,567.0,533.0,572.0,701.0
7axi_A,565.0,535.0,569.0,702.0
7axj_A,566.0,539.0,572.0,704.0
7axk_A,565.0,535.0,569.0,702.0
7axl_A,567.0,539.0,573.0,710.0
7b39_A,539.0,539.0,541.0,634.0
7b88_A,523.0,536.0,506.0,581.0
7b9m_A,477.0,478.0,473.0,622.0
7b9o_A,523.0,533.0,500.0,579.0
7b9r_A,477.0,478.0,473.0,622.0
7b9t_A,477.0,478.0,473.0,622.0
7ba3_A,477.0,472.0,473.0,620.0
7ba5_A,477.0,472.0,473.0,620.0
7ba6_A,477.0,472.0,473.0,620.0
7ba7_A,477.0,472.0,473.0,620.0
7ba8_A,477.0,472.0,473.0,620.0
7ba9_A,477.0,472.0,473.0,620.0
7baa_A,477.0,472.0,473.0,620.0
7bab_A,477.0,472.0,473.0,620.0
7bk4_A,533.0,555.0,521.0,616.0
7bk4_C,523.0,537.0,501.0,579.0
7bo6_A,539.0,538.0,541.0,634.0
7bpy_A,563.0,565.0,526.0,673.0
7bpy_C,563.0,551.0,521.0,665.0
7bpz_A,558.0,554.0,521.0,666.0
7bpz_C,558.0,543.0,516.0,653.0
7bq0_A,563.0,565.0,526.0,673.0
7bq0_C,563.0,565.0,526.0,673.0
7bq1_A,561.0,547.0,513.0,660.0
7bq2_A,555.0,547.0,516.0,658.0
7bq3_A,553.0,539.0,512.0,655.0
7bq4_A,556.0,547.0,516.0,661.0
7c6q_A,558.0,554.0,521.0,664.0
7cfo_A,502.0,494.0,466.0,562.0
7cfo_B,527.0,516.0,499.0,581.0
7cfo_C,523.0,517.0,496.0,574.0
7cfo_D,491.0,486.0,451.0,544.0
7cxf_A,553.0,547.0,542.0,698.0
7cxh_A,556.0,551.0,543.0,698.0
7cxi_A,541.0,535.0,531.0,680.0
7cxj_A,536.0,535.0,528.0,676.0
7cxk_A,553.0,541.0,538.0,683.0
7cxl_A,541.0,535.0,531.0,678.0
7d42_A,514.0,515.0,519.0,625.0
7e2e_A,508.0,544.0,532.0,580.0
7e2e_B,508.0,544.0,532.0,580.0
7e2o_A,541.0,535.0,524.0,670.0
7e2o_B,535.0,531.0,518.0,662.0
7e3m_A,518.0,525.0,514.0,633.0
7jh2_A,462.0,493.0,482.0,578.0
7jh2_B,482.0,503.0,498.0,608.0
7jhd_A,541.0,1118.0,576.0,629.0
7jhd_B,539.0,1116.0,588.0,619.0
7jtm_A,528.0,537.0,528.0,651.0
7jtw_A,534.0,539.0,533.0,660.0
7jyd_A,544.0,556.0,562.0,646.0
7jye_A,544.0,556.0,567.0,651.0
7jym_A,528.0,537.0,528.0,651.0
7kbs_A,572.0,1191.0,606.0,646.0
7kbs_B,561.0,1169.0,595.0,631.0
7kco_A,528.0,529.0,520.0,640.0
7kco_B,528.0,529.0,520.0,640.0
7kqj_A,528.0,537.0,528.0,651.0
7kxd_A,528.0,537.0,528.0,651.0
7kxe_A,528.0,537.0,528.0,651.0
7kxf_A,528.0,537.0,528.0,651.0
7luk_A,528.0,537.0,528.0,651.0
7msa_D,555.0,1185.0,598.0,629.0
7msa_A,543.0,1138.0,577.0,619.0
7msa_C,540.0,1134.0,575.0,623.0
7msa_B,546.0,1151.0,580.0,625.0
7n2a_A,560.0,532.0,562.0,710.0
7n9o_A,568.0,1178.0,600.0,646.0
7n9o_B,554.0,1180.0,596.0,635.0
7n9o_C,569.0,1182.0,606.0,646.0
7n9o_D,561.0,1186.0,598.0,634.0
7ndo_A,593.0,1066.0,607.0,645.0
7ndo_B,596.0,1081.0,612.0,656.0
7nec_A,510.0,521.0,511.0,633.0
7nel_A,591.0,1087.0,616.0,664.0
7nel_B,591.0,1095.0,616.0,668.0
