ID,stage,error,details
7OPW_A,monomer,No coverage,"No reference meets coverage (80%)[(48.90829694323144, 44.800000000000004), (44.54148471615721, 42.32365145228216), (48.03493449781659, 43.13725490196079), (40.174672489082965, 22.22222222222222)]"
7OQ7_A,monomer,No coverage,"No reference meets coverage (80%)[(47.59825327510917, 43.6), (44.10480349344978, 41.90871369294606), (46.724890829694324, 41.96078431372549), (47.161572052401745, 26.08695652173913)]"
7OQ8_C,monomer,No coverage,"No reference meets coverage (80%)[(48.68421052631579, 44.4), (40.35087719298245, 38.17427385892116), (45.614035087719294, 40.78431372549019), (47.368421052631575, 26.08695652173913)]"
7PRV_A,monomer,No coverage,"No reference meets coverage (80%)[(74.14330218068535, 95.19999999999999), (62.928348909657316, 83.81742738589212), (77.25856697819314, 97.25490196078431), (42.679127725856695, 33.091787439613526)]"
7PRV_B,monomer,No coverage,"No reference meets coverage (80%)[(74.76635514018692, 96.0), (63.55140186915887, 84.64730290456431), (76.94704049844236, 96.86274509803921), (35.202492211838006, 27.294685990338163)]"
7PRW_A,monomer,No coverage,"No reference meets coverage (80%)[(75.15337423312883, 98.0), (63.49693251533742, 85.89211618257261), (76.99386503067484, 98.4313725490196), (41.41104294478527, 32.608695652173914)]"
7PRW_B,monomer,No coverage,"No reference meets coverage (80%)[(74.92260061919505, 96.8), (64.08668730650155, 85.89211618257261), (78.0185758513932, 98.82352941176471), (35.91331269349845, 28.019323671497588)]"
7PWT_A,monomer,No coverage,"No reference meets coverage (80%)[(48.89867841409692, 44.4), (44.93392070484582, 42.32365145228216), (41.409691629955944, 36.86274509803922), (39.20704845814978, 21.497584541062803)]"
7PWZ_A,monomer,No coverage,"No reference meets coverage (80%)[(48.23008849557522, 43.6), (44.690265486725664, 41.90871369294606), (41.5929203539823, 36.86274509803922), (38.93805309734513, 21.256038647342994)]"
7QDT_A,monomer,No coverage,"No reference meets coverage (80%)[(77.63713080168776, 73.6), (78.48101265822784, 77.17842323651453), (74.26160337552743, 69.01960784313725), (43.037974683544306, 24.637681159420293)]"
7RIO_A,monomer,No coverage,"No reference meets coverage (80%)[(74.44444444444444, 80.4), (70.74074074074073, 79.25311203319502), (73.33333333333333, 77.64705882352942), (43.333333333333336, 28.26086956521739)]"
7RIU_A,monomer,No coverage,"No reference meets coverage (80%)[(75.28089887640449, 80.4), (71.53558052434457, 79.25311203319502), (72.28464419475655, 75.68627450980392), (42.69662921348314, 27.536231884057973)]"
7RIV_A,monomer,No coverage,"No reference meets coverage (80%)[(74.07407407407408, 80.0), (70.74074074074073, 79.25311203319502), (72.5925925925926, 76.86274509803923), (41.85185185185185, 27.294685990338163)]"
7SQA_A,monomer,No coverage,"No reference meets coverage (80%)[(73.74517374517374, 76.4), (71.81467181467181, 77.17842323651453), (71.42857142857143, 72.54901960784314), (44.01544401544402, 27.536231884057973)]"
7SQA_B,monomer,No coverage,"No reference meets coverage (80%)[(74.609375, 76.4), (74.21875, 78.83817427385893), (74.609375, 74.90196078431373), (43.75, 27.053140096618357)]"
7W0G_A,monomer,No coverage,"No reference meets coverage (80%)[(77.69516728624535, 83.6), (72.11895910780669, 80.49792531120332), (75.8364312267658, 80.0), (39.77695167286245, 25.845410628019323)]"
7W0G_B,monomer,No coverage,"No reference meets coverage (80%)[(77.69516728624535, 83.6), (72.4907063197026, 80.91286307053942), (76.57992565055763, 80.7843137254902), (40.14869888475837, 26.08695652173913)]"
7WGO_A,monomer,No coverage,"No reference meets coverage (80%)[(73.91304347826086, 81.6), (69.56521739130434, 79.66804979253112), (73.91304347826086, 80.0), (39.85507246376812, 26.570048309178745)]"
7WGP_A,monomer,No coverage,"No reference meets coverage (80%)[(75.46468401486989, 81.2), (71.00371747211895, 79.25311203319502), (75.46468401486989, 79.6078431372549), (42.75092936802974, 27.77777777777778)]"
7WGQ_A,monomer,No coverage,"No reference meets coverage (80%)[(74.0072202166065, 82.0), (69.31407942238266, 79.66804979253112), (74.72924187725631, 81.17647058823529), (40.07220216606498, 26.811594202898554)]"
7WNH_A,monomer,No coverage,"No reference meets coverage (80%)[(64.40129449838187, 79.60000000000001), (60.84142394822006, 78.00829875518673), (62.45954692556634, 75.68627450980392), (31.06796116504854, 23.18840579710145)]"
7WNH_B,monomer,No coverage,"No reference meets coverage (80%)[(63.25878594249201, 79.2), (61.980830670926515, 80.49792531120332), (62.939297124600635, 77.25490196078432), (30.990415335463258, 23.42995169082126)]"
7WNH_C,monomer,No coverage,"No reference meets coverage (80%)[(64.5367412140575, 80.80000000000001), (60.383386581469644, 78.42323651452283), (63.578274760383394, 78.03921568627452), (31.629392971246006, 23.91304347826087)]"
7WNH_D,monomer,No coverage,"No reference meets coverage (80%)[(64.24050632911393, 81.2), (61.70886075949367, 80.91286307053942), (64.55696202531645, 80.0), (31.329113924050635, 23.91304347826087)]"
7YFK_A,monomer,No coverage,"No reference meets coverage (80%)[(69.68641114982579, 80.0), (69.68641114982579, 82.98755186721992), (68.6411149825784, 77.25490196078432), (38.67595818815331, 26.811594202898554)]"
7YFK_B,monomer,No coverage,"No reference meets coverage (80%)[(70.13888888888889, 80.80000000000001), (70.48611111111111, 84.23236514522821), (68.40277777777779, 77.25490196078432), (38.54166666666667, 26.811594202898554)]"
7YO9_A,monomer,No coverage,"No reference meets coverage (80%)[(44.274809160305345, 23.200000000000003), (53.43511450381679, 29.045643153526974), (54.19847328244275, 27.84313725490196), (55.72519083969466, 17.632850241545896)]"
8A9G_A,monomer,No coverage,"No reference meets coverage (80%)[(48.69565217391305, 44.800000000000004), (43.913043478260875, 41.90871369294606), (44.34782608695652, 40.0), (37.826086956521735, 21.014492753623188)]"
8A9G_B,monomer,No coverage,"No reference meets coverage (80%)[(45.21739130434783, 41.6), (44.34782608695652, 42.32365145228216), (44.78260869565218, 40.3921568627451), (40.0, 22.22222222222222)]"
8AFN_A,monomer,No coverage,"No reference meets coverage (80%)[(47.03389830508475, 44.4), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (40.25423728813559, 22.946859903381643)]"
8AI0_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.13559322033898, 21.73913043478261)]"
8ALR_A,monomer,No coverage,"No reference meets coverage (80%)[(47.45762711864407, 44.800000000000004), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.13559322033898, 21.73913043478261)]"
8ALT_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8ALV_A,monomer,No coverage,"No reference meets coverage (80%)[(47.03389830508475, 44.4), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8ALW_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8AM7_A,monomer,No coverage,"No reference meets coverage (80%)[(47.03389830508475, 44.4), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.13559322033898, 21.73913043478261)]"
8ANF_A,monomer,No coverage,"No reference meets coverage (80%)[(48.30508474576271, 45.6), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8AOY_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8APS_A,monomer,No coverage,"No reference meets coverage (80%)[(47.03389830508475, 44.4), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (36.86440677966102, 21.014492753623188)]"
8AQ1_A,monomer,No coverage,"No reference meets coverage (80%)[(47.03389830508475, 44.4), (38.559322033898304, 37.75933609958506), (44.06779661016949, 40.78431372549019), (36.86440677966102, 21.014492753623188)]"
8AQC_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8AQE_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8AQM_A,monomer,No coverage,"No reference meets coverage (80%)[(69.41176470588235, 70.8), (69.41176470588235, 73.44398340248964), (69.80392156862744, 69.80392156862744), (39.6078431372549, 24.396135265700483)]"
8AQM_B,monomer,No coverage,"No reference meets coverage (80%)[(71.25984251968504, 72.39999999999999), (70.07874015748031, 73.85892116182573), (70.47244094488188, 70.19607843137254), (42.51968503937008, 26.08695652173913)]"
8AQN_A,monomer,No coverage,"No reference meets coverage (80%)[(64.4927536231884, 71.2), (64.4927536231884, 73.85892116182573), (66.30434782608695, 71.76470588235294), (37.31884057971014, 24.879227053140095)]"
8AQN_B,monomer,No coverage,"No reference meets coverage (80%)[(72.11155378486056, 72.39999999999999), (71.31474103585657, 74.27385892116183), (71.31474103585657, 70.19607843137254), (40.23904382470119, 24.396135265700483)]"
8AQZ_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (37.28813559322034, 36.51452282157676), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8AR4_A,monomer,No coverage,"No reference meets coverage (80%)[(48.30508474576271, 45.6), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8AR5_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8AR6_A,monomer,No coverage,"No reference meets coverage (80%)[(42.69005847953216, 29.2), (40.35087719298245, 28.63070539419087), (42.69005847953216, 28.627450980392155), (46.198830409356724, 19.082125603864732)]"
8AR6_B,monomer,No coverage,"No reference meets coverage (80%)[(46.51162790697674, 32.0), (36.04651162790697, 25.72614107883817), (45.348837209302324, 30.58823529411765), (44.76744186046512, 18.59903381642512)]"
8AR9_A,monomer,No coverage,"No reference meets coverage (80%)[(44.171779141104295, 28.799999999999997), (38.65030674846626, 26.141078838174277), (47.85276073619632, 30.58823529411765), (49.693251533742334, 19.565217391304348)]"
8ARG_A,monomer,No coverage,"No reference meets coverage (80%)[(46.61016949152542, 44.0), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8ARO_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8ARQ_A,monomer,No coverage,"No reference meets coverage (80%)[(47.03389830508475, 44.4), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.13559322033898, 21.73913043478261)]"
8ARR_A,monomer,No coverage,"No reference meets coverage (80%)[(46.78111587982833, 43.6), (37.33905579399141, 36.09958506224066), (45.06437768240343, 41.17647058823529), (39.05579399141631, 21.980676328502415)]"
8ARW_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8ARX_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8ARY_A,monomer,No coverage,"No reference meets coverage (80%)[(46.61016949152542, 44.0), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8ARZ_A,monomer,No coverage,"No reference meets coverage (80%)[(48.30508474576271, 45.6), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8AS1_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.13559322033898, 21.73913043478261)]"
8AS9_C,monomer,No coverage,"No reference meets coverage (80%)[(30.065359477124183, 36.8), (28.75816993464052, 36.51452282157676), (33.98692810457516, 40.78431372549019), (36.60130718954248, 27.053140096618357)]"
8AT9_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.49152542372881, 41.17647058823529), (38.13559322033898, 21.73913043478261)]"
8ATP_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8ATY_A,monomer,No coverage,"No reference meets coverage (80%)[(74.72924187725631, 82.8), (69.31407942238266, 79.66804979253112), (74.36823104693141, 80.7843137254902), (43.682310469314075, 29.227053140096622)]"
8ATZ_A,monomer,No coverage,"No reference meets coverage (80%)[(74.27536231884058, 82.0), (69.20289855072464, 79.25311203319502), (74.27536231884058, 80.3921568627451), (42.028985507246375, 28.019323671497588)]"
8AU2_A,monomer,No coverage,"No reference meets coverage (80%)[(47.45762711864407, 44.800000000000004), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8AUS_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8AUY_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.13559322033898, 21.73913043478261)]"
8AV3_A,monomer,No coverage,"No reference meets coverage (80%)[(46.61016949152542, 44.0), (36.86440677966102, 36.09958506224066), (41.94915254237288, 38.82352941176471), (36.86440677966102, 21.014492753623188)]"
8AV4_A,monomer,No coverage,"No reference meets coverage (80%)[(47.03389830508475, 44.4), (36.86440677966102, 36.09958506224066), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8AV7_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (36.86440677966102, 36.09958506224066), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8AV8_A,monomer,No coverage,"No reference meets coverage (80%)[(50.21834061135371, 46.0), (37.99126637554585, 36.09958506224066), (50.21834061135371, 45.09803921568628), (48.03493449781659, 26.570048309178745)]"
8AWG_A,monomer,No coverage,"No reference meets coverage (80%)[(46.61016949152542, 44.0), (36.86440677966102, 36.09958506224066), (42.79661016949153, 39.6078431372549), (36.86440677966102, 21.014492753623188)]"
8AXE_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (37.28813559322034, 36.51452282157676), (44.06779661016949, 40.78431372549019), (38.983050847457626, 22.22222222222222)]"
8AXU_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.13559322033898, 21.73913043478261)]"
8AZE_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8B39_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (36.86440677966102, 36.09958506224066), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8B4Q_A,monomer,No coverage,"No reference meets coverage (80%)[(46.186440677966104, 43.6), (42.3728813559322, 41.49377593360996), (43.22033898305085, 40.0), (44.91525423728814, 25.60386473429952)]"
8B8W_A,monomer,No coverage,"No reference meets coverage (80%)[(75.2895752895753, 78.0), (72.97297297297297, 78.42323651452283), (74.9034749034749, 76.07843137254902), (41.6988416988417, 26.08695652173913)]"
8B8W_B,monomer,No coverage,"No reference meets coverage (80%)[(78.27868852459017, 76.4), (76.63934426229508, 77.59336099585063), (79.09836065573771, 75.68627450980392), (40.57377049180328, 23.91304347826087)]"
8B8X_A,monomer,No coverage,"No reference meets coverage (80%)[(74.25373134328358, 79.60000000000001), (69.77611940298507, 77.59336099585063), (73.50746268656717, 77.25490196078432), (40.67164179104478, 26.32850241545894)]"
8B8X_B,monomer,No coverage,"No reference meets coverage (80%)[(76.19047619047619, 76.8), (74.60317460317461, 78.00829875518673), (75.79365079365078, 74.90196078431373), (44.047619047619044, 26.811594202898554)]"
8B8Y_A,monomer,No coverage,"No reference meets coverage (80%)[(75.59055118110236, 76.8), (73.22834645669292, 77.17842323651453), (75.19685039370079, 74.90196078431373), (42.125984251968504, 25.845410628019323)]"
8B8Y_B,monomer,No coverage,"No reference meets coverage (80%)[(78.60082304526749, 76.4), (76.95473251028807, 77.59336099585063), (79.42386831275721, 75.68627450980392), (40.74074074074074, 23.91304347826087)]"
8B8Z_A,monomer,No coverage,"No reference meets coverage (80%)[(74.80916030534351, 78.4), (71.7557251908397, 78.00829875518673), (72.90076335877863, 74.90196078431373), (41.221374045801525, 26.08695652173913)]"
8B8Z_B,monomer,No coverage,"No reference meets coverage (80%)[(79.01234567901234, 76.8), (77.36625514403292, 78.00829875518673), (77.77777777777779, 74.11764705882354), (41.56378600823045, 24.396135265700483)]"
8B90_A,monomer,No coverage,"No reference meets coverage (80%)[(75.67567567567568, 78.4), (71.81467181467181, 77.17842323651453), (73.35907335907336, 74.50980392156863), (41.6988416988417, 26.08695652173913)]"
8B91_A,monomer,No coverage,"No reference meets coverage (80%)[(74.32950191570882, 77.60000000000001), (71.64750957854406, 77.59336099585063), (74.32950191570882, 76.07843137254902), (41.37931034482759, 26.08695652173913)]"
8B91_B,monomer,No coverage,"No reference meets coverage (80%)[(79.25311203319502, 76.4), (77.17842323651453, 77.17842323651453), (78.83817427385893, 74.50980392156863), (41.49377593360996, 24.154589371980677)]"
8B92_A,monomer,No coverage,"No reference meets coverage (80%)[(75.09881422924902, 76.0), (74.30830039525692, 78.00829875518673), (76.28458498023716, 75.68627450980392), (39.52569169960474, 24.154589371980677)]"
8B92_B,monomer,No coverage,"No reference meets coverage (80%)[(79.9163179916318, 76.4), (78.24267782426779, 77.59336099585063), (79.49790794979079, 74.50980392156863), (41.42259414225941, 23.91304347826087)]"
8B93_A,monomer,No coverage,"No reference meets coverage (80%)[(77.01612903225806, 76.4), (75.0, 77.17842323651453), (75.80645161290323, 73.72549019607844), (41.12903225806452, 24.637681159420293)]"
8B93_B,monomer,No coverage,"No reference meets coverage (80%)[(79.66804979253112, 76.8), (77.59336099585063, 77.59336099585063), (78.83817427385893, 74.50980392156863), (40.66390041493776, 23.67149758454106)]"
8B94_A,monomer,No coverage,"No reference meets coverage (80%)[(74.23076923076923, 77.2), (71.92307692307692, 77.59336099585063), (73.46153846153847, 74.90196078431373), (40.76923076923077, 25.60386473429952)]"
8B94_B,monomer,No coverage,"No reference meets coverage (80%)[(79.58333333333333, 76.4), (77.5, 77.17842323651453), (78.75, 74.11764705882354), (41.25, 23.91304347826087)]"
8B95_A,monomer,No coverage,"No reference meets coverage (80%)[(75.0, 78.0), (71.92307692307692, 77.59336099585063), (74.61538461538461, 76.07843137254902), (40.76923076923077, 25.60386473429952)]"
8B95_B,monomer,No coverage,"No reference meets coverage (80%)[(79.9163179916318, 76.4), (78.24267782426779, 77.59336099585063), (79.49790794979079, 74.50980392156863), (41.42259414225941, 23.91304347826087)]"
8BF1_A,monomer,No coverage,"No reference meets coverage (80%)[(78.2442748091603, 82.0), (73.2824427480916, 79.66804979253112), (77.86259541984732, 80.0), (39.31297709923664, 24.879227053140095)]"
8BF2_A,monomer,No coverage,"No reference meets coverage (80%)[(79.92277992277992, 82.8), (74.5173745173745, 80.08298755186722), (79.53667953667953, 80.7843137254902), (41.6988416988417, 26.08695652173913)]"
8BF2_B,monomer,No coverage,"No reference meets coverage (80%)[(77.39463601532567, 80.80000000000001), (74.71264367816092, 80.91286307053942), (76.24521072796935, 78.03921568627452), (41.37931034482759, 26.08695652173913)]"
8BJG_A,monomer,No coverage,"No reference meets coverage (80%)[(47.03389830508475, 44.4), (42.3728813559322, 41.49377593360996), (43.22033898305085, 40.0), (45.76271186440678, 26.08695652173913)]"
8BJN_A,monomer,No coverage,"No reference meets coverage (80%)[(46.58119658119658, 43.6), (42.73504273504273, 41.49377593360996), (43.58974358974359, 40.0), (45.72649572649573, 25.845410628019323)]"
8BM5_A,monomer,No coverage,"No reference meets coverage (80%)[(46.61016949152542, 44.0), (36.86440677966102, 36.09958506224066), (43.22033898305085, 40.0), (38.559322033898304, 21.980676328502415)]"
8BWJ_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8BWX_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.13559322033898, 21.73913043478261)]"
8BWZ_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.13559322033898, 21.73913043478261)]"
8BX0_A,monomer,No coverage,"No reference meets coverage (80%)[(47.03389830508475, 44.4), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.13559322033898, 21.73913043478261)]"
8BX3_A,monomer,No coverage,"No reference meets coverage (80%)[(48.30508474576271, 45.6), (37.28813559322034, 36.51452282157676), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8BX4_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8BXI_A,monomer,No coverage,"No reference meets coverage (80%)[(46.186440677966104, 43.6), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.13559322033898, 21.73913043478261)]"
8BXM_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.13559322033898, 21.73913043478261)]"
8BXN_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (43.64406779661017, 40.3921568627451), (38.983050847457626, 22.22222222222222)]"
8BXO_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.983050847457626, 22.22222222222222)]"
8BXQ_A,monomer,No coverage,"No reference meets coverage (80%)[(45.76271186440678, 43.2), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (36.86440677966102, 21.014492753623188)]"
8BXS_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.06779661016949, 40.78431372549019), (38.13559322033898, 21.73913043478261)]"
8BY9_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (36.86440677966102, 21.014492753623188)]"
8BYB_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.13559322033898, 21.73913043478261)]"
8BYC_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (37.28813559322034, 36.51452282157676), (44.06779661016949, 40.78431372549019), (38.13559322033898, 21.73913043478261)]"
8BYD_A,monomer,No coverage,"No reference meets coverage (80%)[(48.30508474576271, 45.6), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8BYE_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8BYF_A,monomer,No coverage,"No reference meets coverage (80%)[(47.88135593220339, 45.2), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8BYG_A,monomer,No coverage,"No reference meets coverage (80%)[(47.03389830508475, 44.4), (37.28813559322034, 36.51452282157676), (44.06779661016949, 40.78431372549019), (36.86440677966102, 21.014492753623188)]"
8BYO_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
8BYY_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.06779661016949, 40.78431372549019), (38.13559322033898, 21.73913043478261)]"
8BYZ_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (36.86440677966102, 21.014492753623188)]"
8BZ0_A,monomer,No coverage,"No reference meets coverage (80%)[(47.45762711864407, 44.800000000000004), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (36.86440677966102, 21.014492753623188)]"
8BZ9_A,monomer,No coverage,"No reference meets coverage (80%)[(47.45762711864407, 44.800000000000004), (37.28813559322034, 36.51452282157676), (45.33898305084746, 41.96078431372549), (38.13559322033898, 21.73913043478261)]"
8BZA_A,monomer,No coverage,"No reference meets coverage (80%)[(45.33898305084746, 42.8), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (36.86440677966102, 21.014492753623188)]"
8BZB_A,monomer,No coverage,"No reference meets coverage (80%)[(48.30508474576271, 45.6), (36.86440677966102, 36.09958506224066), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8BZC_A,monomer,No coverage,"No reference meets coverage (80%)[(48.30508474576271, 45.6), (37.28813559322034, 36.51452282157676), (44.06779661016949, 40.78431372549019), (38.559322033898304, 21.980676328502415)]"
8BZD_A,monomer,No coverage,"No reference meets coverage (80%)[(46.186440677966104, 43.6), (38.559322033898304, 37.75933609958506), (42.79661016949153, 39.6078431372549), (38.559322033898304, 21.980676328502415)]"
8BZE_A,monomer,No coverage,"No reference meets coverage (80%)[(46.61016949152542, 44.0), (38.559322033898304, 37.75933609958506), (44.49152542372881, 41.17647058823529), (38.13559322033898, 21.73913043478261)]"
8BZF_A,monomer,No coverage,"No reference meets coverage (80%)[(46.186440677966104, 43.6), (36.86440677966102, 36.09958506224066), (44.49152542372881, 41.17647058823529), (38.13559322033898, 21.73913043478261)]"
8BZG_A,monomer,No coverage,"No reference meets coverage (80%)[(46.61016949152542, 44.0), (36.86440677966102, 36.09958506224066), (41.94915254237288, 38.82352941176471), (38.983050847457626, 22.22222222222222)]"
8BZH_A,monomer,No coverage,"No reference meets coverage (80%)[(46.61016949152542, 44.0), (36.86440677966102, 36.09958506224066), (46.186440677966104, 42.745098039215684), (38.559322033898304, 21.980676328502415)]"
8BZT_A,monomer,No coverage,"No reference meets coverage (80%)[(46.61016949152542, 44.0), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.983050847457626, 22.22222222222222)]"
8BZW_A,monomer,No coverage,"No reference meets coverage (80%)[(48.30508474576271, 45.6), (37.28813559322034, 36.51452282157676), (44.49152542372881, 41.17647058823529), (38.559322033898304, 21.980676328502415)]"
